asin,title,author,soldBy,imgUrl,productURL,stars,reviews,price,isKindleUnlimited,category_id,isBestSeller,isEditorsPick,isGoodReadsChoice,publishedDate,category_name
B0192CTMWI,Harry Potter and the Half-Blood Prince,J.K. Rowling,Pottermore,https://m.media-amazon.com/images/I/81d+2X1xEBL._AC_UY218_.jpg,https://www.amazon.com/dp/B0192CTMWI,4.9,73425,9.99,True,5,False,False,False,,Literature & Fiction
B000QCS8TW,"A Game of Thrones (A Song of Ice and Fire, Book 1)",George R. R. Martin,Random House LLC,https://m.media-amazon.com/images/I/910b1MoDXRL._AC_UY218_.jpg,https://www.amazon.com/dp/B000QCS8TW,4.7,73189,8.99,False,5,False,False,False,,Literature & Fiction
B074M5TLLJ,CIRCE,Madeline Miller,Hachette Book Group,https://m.media-amazon.com/images/I/81x2YnuIaAL._AC_UY218_.jpg,https://www.amazon.com/dp/B074M5TLLJ,4.6,73185,11.99,False,5,False,True,False,2018-04-10,Literature & Fiction
B005CRQ4XI,Wild (Oprah's Book Club 2.0 Digital Edition): From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,Random House LLC,https://m.media-amazon.com/images/I/817o8OKzOLL._AC_UY218_.jpg,https://www.amazon.com/dp/B005CRQ4XI,4.4,72700,12.99,False,9,False,True,False,2012-06-01,Biographies & Memoirs
B09DS6YMZP,"Book Lovers: The Sunday Times bestselling enemies to lovers, laugh-out-loud romcom - a perfect summer holiday read",Emily Henry,,https://m.media-amazon.com/images/I/71QRK41d1ZL._AC_UY218_.jpg,https://www.amazon.com/dp/B09DS6YMZP,4.5,71159,0.0,False,16,False,True,False,2022-05-03,Teen & Young Adult
B09BTQ9HW6,Book Lovers,Emily Henry,Penguin Group (USA) LLC,https://m.media-amazon.com/images/I/71duwitbLBL._AC_UY218_.jpg,https://www.amazon.com/dp/B09BTQ9HW6,4.5,71129,9.99,False,5,False,True,False,2022-05-03,Literature & Fiction
B07PRXT94R,The Dutch House: A Read with Jenna Pick: A Summer Beach Read,Ann Patchett,HarperCollins Publishers,https://m.media-amazon.com/images/I/81ccHf4XePL._AC_UY218_.jpg,https://www.amazon.com/dp/B07PRXT94R,4.3,71046,13.99,False,5,False,True,False,2019-09-24,Literature & Fiction
B00DA6YEKS,"Words of Radiance (The Stormlight Archive, Book 2)",Brandon Sanderson,Macmillan,https://m.media-amazon.com/images/I/91KKmLd1UxL._AC_UY218_.jpg,https://www.amazon.com/dp/B00DA6YEKS,4.8,70658,9.99,False,16,False,True,False,,Teen & Young Adult
B00UDCI1S8,November 9: A Novel,Colleen Hoover,Simon and Schuster Digital Sales Inc,https://m.media-amazon.com/images/I/71RBpTJkKaL._AC_UY218_.jpg,https://www.amazon.com/dp/B00UDCI1S8,4.7,70654,12.99,False,5,False,False,False,2015-11-10,Literature & Fiction
B007SGM084,Fifty Shades Trilogy Bundle: Fifty Shades of Grey; Fifty Shades Darker; Fifty Shades Freed,E L James,Amazon.com Services LLC,https://m.media-amazon.com/images/I/81QgbqzTOUL._AC_UY218_.jpg,https://www.amazon.com/dp/B007SGM084,4.6,70086,16.19,False,5,False,False,False,,Literature & Fiction
B01GZY28JA,Pachinko (National Book Award Finalist),Min Jin Lee,Hachette Book Group,https://m.media-amazon.com/images/I/81o0W3k8oyL._AC_UY218_.jpg,https://www.amazon.com/dp/B01GZY28JA,4.5,69927,11.99,False,5,False,True,False,2017-02-07,Literature & Fiction
B00IICN1F8,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk,,https://m.media-amazon.com/images/I/71R5JdpsW1L._AC_UY218_.jpg,https://www.amazon.com/dp/B00IICN1F8,4.8,69921,0.0,False,30,False,False,False,2014-09-25,Religion & Spirituality
B0041G68Z0,The 48 Laws Of Power (The Modern Machiavellian Robert Greene Book 1),Robert Greene,,https://m.media-amazon.com/images/I/51HOeGpvdxL._AC_UY218_.jpg,https://www.amazon.com/dp/B0041G68Z0,4.7,69586,0.0,False,30,False,False,False,2010-09-03,Religion & Spirituality
B0024CEZR6,The 48 Laws of Power,Robert Greene,Penguin Group (USA) LLC,https://m.media-amazon.com/images/I/61TGMFe69UL._AC_UY218_.jpg,https://www.amazon.com/dp/B0024CEZR6,4.7,69548,16.99,False,9,False,False,False,2000-09-01,Biographies & Memoirs
B09QMHZ53K,Demon Copperhead: A Pulitzer Prize Winner,Barbara Kingsolver,HarperCollins Publishers,https://m.media-amazon.com/images/I/91mP0HKLEwL._AC_UY218_.jpg,https://www.amazon.com/dp/B09QMHZ53K,4.6,69379,16.99,False,5,False,True,False,2022-10-18,Literature & Fiction
B01HBKAYMA,In Farleigh Field: A Novel of World War II,Rhys Bowen,Amazon.com Services LLC,https://m.media-amazon.com/images/I/91VOdSaTwjL._AC_UY218_.jpg,https://www.amazon.com/dp/B01HBKAYMA,4.2,69353,5.49,True,5,False,True,False,2017-03-01,Literature & Fiction
B07XZ8DTGH,The Last of the Moon Girls,Barbara Davis,Amazon.com Services LLC,https://m.media-amazon.com/images/I/81k4S7vX90L._AC_UY218_.jpg,https://www.amazon.com/dp/B07XZ8DTGH,4.4,69132,4.99,True,5,False,False,False,2020-08-01,Literature & Fiction
B08HY4KKB5,Malibu Rising: A Novel,Taylor Jenkins Reid,Random House LLC,https://m.media-amazon.com/images/I/91NpIOdF5lL._AC_UY218_.jpg,https://www.amazon.com/dp/B08HY4KKB5,4.2,68915,12.99,False,5,False,True,False,2021-06-01,Literature & Fiction
B00FKF0F3C,"Edge of Eternity (The Century Trilogy, Book 3)",Ken Follett,Penguin Group (USA) LLC,https://m.media-amazon.com/images/I/91nFnCU2dkL._AC_UY218_.jpg,https://www.amazon.com/dp/B00FKF0F3C,4.3,68813,9.99,False,5,False,True,False,,Literature & Fiction
B00FPOSDGY,We Were Liars,E. Lockhart,Random House LLC,https://m.media-amazon.com/images/I/81REthkzgoL._AC_UY218_.jpg,https://www.amazon.com/dp/B00FPOSDGY,4.3,68670,8.99,False,16,False,False,True,,Teen & Young Adult
B0089EHWQE,Me Before You: A Novel (Me Before You Trilogy Book 1),Jojo Moyes,Penguin Group (USA) LLC,https://m.media-amazon.com/images/I/71B1dTlYH5L._AC_UY218_.jpg,https://www.amazon.com/dp/B0089EHWQE,4.6,68331,12.99,False,5,False,True,False,,Literature & Fiction
B07KRMV57J,The Testaments: WINNER OF THE BOOKER PRIZE 2019 (Gilead Book 2),Margaret Atwood,,https://m.media-amazon.com/images/I/710gzEQEStL._AC_UY218_.jpg,https://www.amazon.com/dp/B07KRMV57J,4.6,68113,0.0,False,16,False,True,False,2019-09-10,Teen & Young Adult
B07KVLPYDQ,The Testaments: A Novel,Margaret Atwood,Random House LLC,https://m.media-amazon.com/images/I/71yo6O-GhkL._AC_UY218_.jpg,https://www.amazon.com/dp/B07KVLPYDQ,4.6,68108,12.99,False,5,False,True,False,,Literature & Fiction
B00475AYJQ,"The Wise Man's Fear (The Kingkiller Chronicle, Book 2)",Patrick Rothfuss,Penguin Random House Publisher Services,https://m.media-amazon.com/images/I/81XX5Yw5tVL._AC_UY218_.jpg,https://www.amazon.com/dp/B00475AYJQ,4.7,68091,9.99,False,5,False,True,False,,Literature & Fiction
B07NVD1276,In an Instant,Suzanne Redfearn,Amazon.com Services LLC,https://m.media-amazon.com/images/I/9140y3KK-KL._AC_UY218_.jpg,https://www.amazon.com/dp/B07NVD1276,4.6,68037,4.99,True,5,False,False,True,2020-03-01,Literature & Fiction
B00TG1CZFC,The Deal (Off-Campus Book 1),Elle Kennedy,Amazon.com Services LLC,https://m.media-amazon.com/images/I/81+s+JAPk-L._AC_UY218_.jpg,https://www.amazon.com/dp/B00TG1CZFC,4.5,67971,4.99,True,5,False,False,True,,Literature & Fiction
B000XUBFE2,The Book Thief,Markus Zusak,Random House LLC,https://m.media-amazon.com/images/I/81TLlGqEFyL._AC_UY218_.jpg,https://www.amazon.com/dp/B000XUBFE2,4.6,67800,10.99,False,16,True,False,False,2007-12-18,Teen & Young Adult
B07V5KKSZT,The Ballad of Songbirds and Snakes (A Hunger Games Novel) (The Hunger Games),Suzanne Collins,Scholastic Trade Publisher,https://m.media-amazon.com/images/I/91XR4jelO5L._AC_UY218_.jpg,https://www.amazon.com/dp/B07V5KKSZT,4.6,67523,10.99,False,16,False,True,False,,Teen & Young Adult
B07V29ZDW7,"The Ballad of Songbirds and Snakes: TikTok made me buy it! (the latest blockbuster, bestselling Hunger Games novel): A Hunger Games Novel) (The Hunger Games)",Suzanne Collins,,https://m.media-amazon.com/images/I/71ObpEipNES._AC_UY218_.jpg,https://www.amazon.com/dp/B07V29ZDW7,4.6,67523,0.0,False,14,False,True,False,2020-05-19,Politics & Social Sciences
B0CJ6L2ZFN,Animal Farm,George Orwell,De Marque,https://m.media-amazon.com/images/I/61qDYFoIIRL._AC_UY218_.jpg,https://www.amazon.com/dp/B0CJ6L2ZFN,4.7,67397,0.0,False,16,False,False,False,2023-09-09,Teen & Young Adult
B01A4ATV0A,The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel,Colson Whitehead,Random House LLC,https://m.media-amazon.com/images/I/A1gUA4AOxPL._AC_UY218_.jpg,https://www.amazon.com/dp/B01A4ATV0A,4.4,67017,11.99,False,5,False,True,False,2016-08-02,Literature & Fiction
B007978NU6,The Hobbit: 75th Anniversary Edition,J.R.R. Tolkien,HarperCollins Publishers,https://m.media-amazon.com/images/I/61Ng-W9EhBL._AC_UY218_.jpg,https://www.amazon.com/dp/B007978NU6,4.7,66453,9.99,False,5,False,False,False,2012-02-15,Literature & Fiction
B07QBC8QTP,House of Earth and Blood (Crescent City Book 1),Sarah J. Maas,Amazon.com Services LLC,https://m.media-amazon.com/images/I/91RKlNxXMEL._AC_UY218_.jpg,https://www.amazon.com/dp/B07QBC8QTP,4.7,66032,8.21,False,5,False,True,False,,Literature & Fiction
B00BD99JMW,"Allegiant (Divergent Trilogy, Book 3)",Veronica Roth,HarperCollins Publishers,https://m.media-amazon.com/images/I/915ZjelI82L._AC_UY218_.jpg,https://www.amazon.com/dp/B00BD99JMW,4.1,65898,7.49,False,16,False,False,True,,Teen & Young Adult
B003P2WO5E,"The Way of Kings (The Stormlight Archive, Book 1)",Brandon Sanderson,Macmillan,https://m.media-amazon.com/images/I/91SkYC1TRHL._AC_UY218_.jpg,https://www.amazon.com/dp/B003P2WO5E,4.8,65892,7.99,False,16,False,False,True,,Teen & Young Adult
B086823SWK,Greenlights,Matthew McConaughey,Random House LLC,https://m.media-amazon.com/images/I/81571i9cV-L._AC_UY218_.jpg,https://www.amazon.com/dp/B086823SWK,4.7,65812,13.99,False,9,False,False,True,2020-10-20,Biographies & Memoirs
B003O86FMW,"Catching Fire (Hunger Games Trilogy, Book 2)",Suzanne Collins,Scholastic Trade Publisher,https://m.media-amazon.com/images/I/81+uks6QaML._AC_UY218_.jpg,https://www.amazon.com/dp/B003O86FMW,4.7,65534,14.99,True,16,False,False,True,,Teen & Young Adult
B07VSZTKJ8,Untamed,Glennon Doyle,Random House LLC,https://m.media-amazon.com/images/I/917LT-m1xPL._AC_UY218_.jpg,https://www.amazon.com/dp/B07VSZTKJ8,4.6,65461,14.99,False,9,False,True,False,2020-03-10,Biographies & Memoirs
B082J5KYG6,Anxious People: A Novel,Fredrik Backman,Simon and Schuster Digital Sales Inc,https://m.media-amazon.com/images/I/8115FOgG+jL._AC_UY218_.jpg,https://www.amazon.com/dp/B082J5KYG6,4.4,65437,12.99,False,5,False,True,False,2020-09-08,Literature & Fiction
B00C8S9W0G,"Written in My Own Heart's Blood: A Novel (Outlander, Book 8)",Diana Gabaldon,Random House LLC,https://m.media-amazon.com/images/I/91tal5fv30L._AC_UY218_.jpg,https://www.amazon.com/dp/B00C8S9W0G,4.7,65187,7.99,False,5,False,True,False,,Literature & Fiction
B07QNKVR3N,The Stopover (The Miles High Club Book 1),T L Swan,Amazon.com Services LLC,https://m.media-amazon.com/images/I/81f9iN0v1oL._AC_UY218_.jpg,https://www.amazon.com/dp/B07QNKVR3N,4.4,64498,3.99,True,5,False,False,False,,Literature & Fiction
B00N6PCZO0,A Little Life: A Novel,Hanya Yanagihara,Random House LLC,https://m.media-amazon.com/images/I/91lN1oKxWEL._AC_UY218_.jpg,https://www.amazon.com/dp/B00N6PCZO0,4.5,64466,13.99,False,5,False,False,True,2015-03-10,Literature & Fiction
B06Y5PSTB5,Sea of Memories,Fiona Valpy,Amazon.com Services LLC,https://m.media-amazon.com/images/I/91ULWspTUDL._AC_UY218_.jpg,https://www.amazon.com/dp/B06Y5PSTB5,4.6,64145,4.99,True,5,False,False,False,2018-03-01,Literature & Fiction
B09JBCGQB8,"Tomorrow, and Tomorrow, and Tomorrow: A novel",Gabrielle Zevin,Random House LLC,https://m.media-amazon.com/images/I/91HwoNG6iqL._AC_UY218_.jpg,https://www.amazon.com/dp/B09JBCGQB8,4.4,63975,13.99,False,5,False,True,False,2022-07-05,Literature & Fiction
B0776PXPFK,The Beekeeper's Promise,Fiona Valpy,Amazon.com Services LLC,https://m.media-amazon.com/images/I/91BfqPdpg4L._AC_UY218_.jpg,https://www.amazon.com/dp/B0776PXPFK,4.5,63843,4.99,True,5,False,False,False,2018-05-16,Literature & Fiction
B07XNKRV83,Beach Read,Emily Henry,Penguin Group (USA) LLC,https://m.media-amazon.com/images/I/81+JbRqqBGL._AC_UY218_.jpg,https://www.amazon.com/dp/B07XNKRV83,4.4,63498,12.99,False,5,False,False,True,2020-05-19,Literature & Fiction
B09GJTLKXK,The Love Hypothesis: The Tiktok sensation and romcom of the year!,Ali Hazelwood,,https://m.media-amazon.com/images/I/71ImBtNcC3L._AC_UY218_.jpg,https://www.amazon.com/dp/B09GJTLKXK,4.5,63287,0.0,False,29,False,True,False,2021-09-27,Nonfiction
B0925FP6G6,Go Tell the Bees That I Am Gone: A Novel (Outlander Book 9),Diana Gabaldon,Random House LLC,https://m.media-amazon.com/images/I/81cX+8244qL._AC_UY218_.jpg,https://www.amazon.com/dp/B0925FP6G6,4.7,63239,10.99,False,23,False,True,False,,Science Fiction & Fantasy
B003672JHG,Winter Garden,Kristin Hannah,Macmillan,https://m.media-amazon.com/images/I/81VMCUms54L._AC_UY218_.jpg,https://www.amazon.com/dp/B003672JHG,4.6,62202,11.99,True,5,False,False,True,2010-02-02,Literature & Fiction
B00J1IQUYM,Station Eleven: A novel,Emily St. John Mandel,Random House LLC,https://m.media-amazon.com/images/I/81bnj4weB-L._AC_UY218_.jpg,https://www.amazon.com/dp/B00J1IQUYM,4.3,62172,11.99,False,5,False,True,False,2014-09-09,Literature & Fiction
B007IXWL2C,"Fifty Shades Freed (Fifty Shades, Book 3)",E L James,Amazon.com Services LLC,https://m.media-amazon.com/images/I/71AquwddujL._AC_UY218_.jpg,https://www.amazon.com/dp/B007IXWL2C,4.5,61890,7.89,False,5,False,False,True,,Literature & Fiction
B0BB64ZRMW,Things We Hide from the Light (Knockemout Book 2),Lucy Score,Amazon.com Services LLC,https://m.media-amazon.com/images/I/81+GjWnxwOL._AC_UY218_.jpg,https://www.amazon.com/dp/B0BB64ZRMW,4.4,61512,5.99,True,5,False,True,False,,Literature & Fiction
B08Y6DCS1Y,Twisted Love: A Grumpy Sunshine Romance,Ana Huang,Amazon.com Services LLC,https://m.media-amazon.com/images/I/81bKMMYiINS._AC_UY218_.jpg,https://www.amazon.com/dp/B08Y6DCS1Y,4.2,60861,5.99,True,5,True,False,False,,Literature & Fiction
B08FZNYQJC,People We Meet on Vacation,Emily Henry,Penguin Group (USA) LLC,https://m.media-amazon.com/images/I/81yUZUVyOcS._AC_UY218_.jpg,https://www.amazon.com/dp/B08FZNYQJC,4.3,60840,9.99,False,5,False,True,False,2021-05-11,Literature & Fiction
B0010SIPT4,The Last Wish: Introducing the Witcher (The Witcher Saga Book 1),Andrzej Sapkowski,Hachette Book Group,https://m.media-amazon.com/images/I/81ph7llrGvL._AC_UY218_.jpg,https://www.amazon.com/dp/B0010SIPT4,4.6,60120,9.99,False,23,False,False,False,,Science Fiction & Fantasy
B00CU7YHQY,Crown of Midnight (Throne of Glass Book 2),Sarah J. Maas,Amazon.com Services LLC,https://m.media-amazon.com/images/I/81cJrZ+iigL._AC_UY218_.jpg,https://www.amazon.com/dp/B00CU7YHQY,4.7,59509,8.21,False,16,False,False,True,,Teen & Young Adult
B09JPJ833S,I'm Glad My Mom Died,Jennette Mccurdy,Simon and Schuster Digital Sales Inc,https://m.media-amazon.com/images/I/71ZuzsWWXUL._AC_UY218_.jpg,https://www.amazon.com/dp/B09JPJ833S,4.7,59038,14.99,False,9,False,True,False,2022-08-09,Biographies & Memoirs
B08CV9SPDQ,The Venice Sketchbook: A Novel,Rhys Bowen,Amazon.com Services LLC,https://m.media-amazon.com/images/I/91m6wpQt1LL._AC_UY218_.jpg,https://www.amazon.com/dp/B08CV9SPDQ,4.5,58994,5.99,True,5,False,False,False,2021-04-13,Literature & Fiction
B01NAWAH85,Oathbringer: Book Three of the Stormlight Archive,Brandon Sanderson,Macmillan,https://m.media-amazon.com/images/I/91x4fchgt2L._AC_UY218_.jpg,https://www.amazon.com/dp/B01NAWAH85,4.8,58830,9.99,False,16,False,True,False,,Teen & Young Adult
B01FPGY5T0,12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,Random House LLC,https://m.media-amazon.com/images/I/619G6HHEWyL._AC_UY218_.jpg,https://www.amazon.com/dp/B01FPGY5T0,4.7,58782,16.99,False,14,False,False,True,2018-01-23,Politics & Social Sciences
B07KF75BSQ,The Flatshare: A Novel,Beth O'Leary,Macmillan,https://m.media-amazon.com/images/I/812JWi-SjHL._AC_UY218_.jpg,https://www.amazon.com/dp/B07KF75BSQ,4.3,58782,11.99,False,5,False,False,True,2019-05-28,Literature & Fiction
B002361MLA,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,Amazon.com Services LLC,https://m.media-amazon.com/images/I/71hESaMEZ9L._AC_UY218_.jpg,https://www.amazon.com/dp/B002361MLA,4.7,58734,8.45,False,30,False,False,False,,Religion & Spirituality
B00655U3WE,"Insurgent (Divergent Trilogy, Book 2)",Veronica Roth,HarperCollins Publishers,https://m.media-amazon.com/images/I/910GybHEfWS._AC_UY218_.jpg,https://www.amazon.com/dp/B00655U3WE,4.5,58310,10.49,False,16,False,True,False,,Teen & Young Adult
B00TU3BTUI,Queen of Shadows (Throne of Glass Book 4),Sarah J. Maas,Amazon.com Services LLC,https://m.media-amazon.com/images/I/91sJeTHRDuL._AC_UY218_.jpg,https://www.amazon.com/dp/B00TU3BTUI,4.8,57927,8.21,False,16,False,False,True,,Teen & Young Adult
B078Z42ZFQ,É assim que acaba (Portuguese Edition),Colleen Hoover,,https://m.media-amazon.com/images/I/9112cWOV-OL._AC_UY218_.jpg,https://www.amazon.com/dp/B078Z42ZFQ,4.8,57913,0.0,False,19,False,False,False,,Foreign Language
B004CFA9RS,"Divergent (Divergent Trilogy, Book 1)",Veronica Roth,HarperCollins Publishers,https://m.media-amazon.com/images/I/91Cv1HGyz-S._AC_UY218_.jpg,https://www.amazon.com/dp/B004CFA9RS,4.5,57685,12.99,False,16,False,False,True,,Teen & Young Adult
B0182L0D0K,Shoe Dog: A Memoir by the Creator of NIKE,Phil Knight,,https://m.media-amazon.com/images/I/717LHuYp7uL._AC_UY218_.jpg,https://www.amazon.com/dp/B0182L0D0K,4.7,57635,0.0,False,9,False,False,True,2016-04-26,Biographies & Memoirs
B083TZV25B,Credence,Penelope Douglas,Amazon.com Services LLC,https://m.media-amazon.com/images/I/81p8p9unKoL._AC_UY218_.jpg,https://www.amazon.com/dp/B083TZV25B,4.3,57189,4.99,True,5,False,False,False,2020-01-13,Literature & Fiction
B07N7785X7,The Institute,Stephen King,,https://m.media-amazon.com/images/I/91KhrQEQvJL._AC_UY218_.jpg,https://www.amazon.com/dp/B07N7785X7,4.6,57042,0.0,False,16,False,True,False,2019-09-10,Teen & Young Adult
B000FC2L28,"Dragonfly In Amber (Outlander, Book 2)",Diana Gabaldon,Random House LLC,https://m.media-amazon.com/images/I/919z0T7zCGL._AC_UY218_.jpg,https://www.amazon.com/dp/B000FC2L28,4.7,56947,6.99,False,5,False,False,False,,Literature & Fiction
B07TFB5VWB,In Five Years: A Novel,Rebecca Serle,Simon and Schuster Digital Sales Inc,https://m.media-amazon.com/images/I/71HYziDaoKL._AC_UY218_.jpg,https://www.amazon.com/dp/B07TFB5VWB,4.3,56912,12.99,False,5,False,True,False,2020-03-10,Literature & Fiction
B073YTMMQS,Still Me: A Novel (Me Before You Trilogy Book 3),Jojo Moyes,Penguin Group (USA) LLC,https://m.media-amazon.com/images/I/71yVtcWeRlL._AC_UY218_.jpg,https://www.amazon.com/dp/B073YTMMQS,4.5,56753,12.99,False,5,False,True,False,,Literature & Fiction
B004YW4L5K,American Gods: The Tenth Anniversary Edition: A Novel,Neil Gaiman,HarperCollins Publishers,https://m.media-amazon.com/images/I/81flW3X1xxL._AC_UY218_.jpg,https://www.amazon.com/dp/B004YW4L5K,4.4,56045,9.99,False,5,False,False,False,,Literature & Fiction
B07DHMNY7H,What the Wind Knows,Amy Harmon,Amazon.com Services LLC,https://m.media-amazon.com/images/I/81dmFh6wwIL._AC_UY218_.jpg,https://www.amazon.com/dp/B07DHMNY7H,4.6,55841,4.99,True,5,False,False,True,2019-03-01,Literature & Fiction
B09FSPKJT6,The Bullet That Missed: (The Thursday Murder Club 3),Richard Osman,,https://m.media-amazon.com/images/I/716CbF-ApTL._AC_UY218_.jpg,https://www.amazon.com/dp/B09FSPKJT6,4.6,55788,0.0,False,5,False,True,False,2022-09-15,Literature & Fiction
B0998WPHDS,The Brighter the Light,Mary Ellen Taylor,Amazon.com Services LLC,https://m.media-amazon.com/images/I/818YVDx6ApS._AC_UY218_.jpg,https://www.amazon.com/dp/B0998WPHDS,4.3,55632,4.99,True,5,False,False,False,2022-07-01,Literature & Fiction
B003F1WMCK,The Last Anniversary: A Summer Beach Read,Liane Moriarty,HarperCollins Publishers,https://m.media-amazon.com/images/I/71DPWEoZUeL._AC_UY218_.jpg,https://www.amazon.com/dp/B003F1WMCK,4.1,55440,1.99,True,5,False,False,False,2010-04-20,Literature & Fiction
B07ZN51NL3,Hamnet,Maggie O'Farrell,Random House LLC,https://m.media-amazon.com/images/I/913G6jR4JMS._AC_UY218_.jpg,https://www.amazon.com/dp/B07ZN51NL3,4.5,55217,12.99,False,5,False,False,True,2020-07-21,Literature & Fiction
B000FC2L1E,"Voyager (Outlander, Book 3)",Diana Gabaldon,Random House LLC,https://m.media-amazon.com/images/I/91P4oiK4SCL._AC_UY218_.jpg,https://www.amazon.com/dp/B000FC2L1E,4.7,55116,7.99,False,5,False,False,False,,Literature & Fiction
B00I43Z1J0,Heir of Fire (Throne of Glass Book 3),Sarah J. Maas,Amazon.com Services LLC,https://m.media-amazon.com/images/I/91BT1XOep8L._AC_UY218_.jpg,https://www.amazon.com/dp/B00I43Z1J0,4.7,54696,8.21,False,16,False,False,True,,Teen & Young Adult
B00JGAD0N4,Heir of Fire: From the # 1 Sunday Times best-selling author of A Court of Thorns and Roses (Throne of Glass Book 3),Sarah J. Maas,,https://m.media-amazon.com/images/I/91dl70P4OIL._AC_UY218_.jpg,https://www.amazon.com/dp/B00JGAD0N4,4.7,54696,0.0,False,23,False,False,True,2014-09-11,Science Fiction & Fantasy
B0B7L29TB7,Happy Place,Emily Henry,Penguin Group (USA) LLC,https://m.media-amazon.com/images/I/71oWaTEjEkL._AC_UY218_.jpg,https://www.amazon.com/dp/B0B7L29TB7,4.2,54602,11.99,False,5,False,True,False,2023-04-25,Literature & Fiction
B011G3HI9U,Lilac Girls: A Novel,Martha Hall Kelly,Random House LLC,https://m.media-amazon.com/images/I/81CseH+Pi4L._AC_UY218_.jpg,https://www.amazon.com/dp/B011G3HI9U,4.5,53908,9.99,False,5,False,False,True,,Literature & Fiction
B00DPM7RJW,Maybe Someday,Colleen Hoover,Simon and Schuster Digital Sales Inc,https://m.media-amazon.com/images/I/815O7W1m7cL._AC_UY218_.jpg,https://www.amazon.com/dp/B00DPM7RJW,4.4,53857,12.99,False,5,False,False,True,,Literature & Fiction
B00H58VGIA,The Invention of Wings: With Notes (Oprah's Book Club 2.0 3),Sue Monk Kidd,Penguin Group (USA) LLC,https://m.media-amazon.com/images/I/81Bvg2Gd6DL._AC_UY218_.jpg,https://www.amazon.com/dp/B00H58VGIA,4.5,53752,6.99,False,5,False,True,False,2014-01-07,Literature & Fiction
B07ND23R7H,The Night Fire: A Ballard and Bosch Thriller (Ballard & Bosch 2),Michael Connelly,,https://m.media-amazon.com/images/I/81OnieXf4nL._AC_UY218_.jpg,https://www.amazon.com/dp/B07ND23R7H,4.6,53724,0.0,False,14,False,True,False,2019-10-22,Politics & Social Sciences
B0112OONZA,"Killers of the Flower Moon: Oil, Money, Murder and the Birth of the FBI",David Grann,,https://m.media-amazon.com/images/I/81wg8xW3-YL._AC_UY218_.jpg,https://www.amazon.com/dp/B0112OONZA,4.4,53704,0.0,False,29,False,True,False,2017-04-20,Nonfiction
B073D36KNM,Ikigai: The Japanese secret to a long and happy life,Héctor García,,https://m.media-amazon.com/images/I/613rjwrmroL._AC_UY218_.jpg,https://www.amazon.com/dp/B073D36KNM,4.5,53687,0.0,False,30,False,False,False,2017-09-07,Religion & Spirituality
B01NAG34EH,Ikigai: The Japanese Secret to a Long and Happy Life,Héctor García,Penguin Group (USA) LLC,https://m.media-amazon.com/images/I/71tbalAHYCL._AC_UY218_.jpg,https://www.amazon.com/dp/B01NAG34EH,4.5,53673,9.99,False,14,False,False,False,2017-08-29,Politics & Social Sciences
B01CWZFBZ4,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,Random House LLC,https://m.media-amazon.com/images/I/815z4SUIozL._AC_UY218_.jpg,https://www.amazon.com/dp/B01CWZFBZ4,4.4,53625,13.99,False,9,False,True,False,2017-04-18,Biographies & Memoirs
B073XJDDLJ,When Never Comes,Barbara Davis,Amazon.com Services LLC,https://m.media-amazon.com/images/I/91OpW1KALkL._AC_UY218_.jpg,https://www.amazon.com/dp/B073XJDDLJ,4.4,53601,5.99,True,5,False,False,False,2018-05-01,Literature & Fiction
B01ANM7GJC,Empire of Storms (Throne Of Glass Series Book 5),Sarah J. Maas,Amazon.com Services LLC,https://m.media-amazon.com/images/I/91pvn9fxfML._AC_UY218_.jpg,https://www.amazon.com/dp/B01ANM7GJC,4.8,53430,8.21,False,16,False,True,False,,Teen & Young Adult
B0847FZRBF,The Room Where It Happened: A White House Memoir,John R. Bolton,Simon and Schuster Digital Sales Inc,https://m.media-amazon.com/images/I/71gsTrg8mfL._AC_UY218_.jpg,https://www.amazon.com/dp/B0847FZRBF,4.2,53422,16.99,False,9,False,True,False,2020-06-23,Biographies & Memoirs
B0B9ZQDJ2R,Hopeless,Colleen Hoover,Simon and Schuster Digital Sales Inc,https://m.media-amazon.com/images/I/71K8D3bXYQL._AC_UY218_.jpg,https://www.amazon.com/dp/B0B9ZQDJ2R,4.6,53159,11.99,True,5,False,False,False,,Literature & Fiction
B00AP2VQEM,Crazy Rich Asians (Crazy Rich Asians Trilogy Book 1),Kevin Kwan,Random House LLC,https://m.media-amazon.com/images/I/71OWj4KDxuL._AC_UY218_.jpg,https://www.amazon.com/dp/B00AP2VQEM,4.3,52920,9.99,False,5,False,False,False,,Literature & Fiction
B007MB5OCE,The 100-Year-Old Man Who Climbed Out the Window and Disappeared,Jonas Jonasson,Hachette Book Group,https://m.media-amazon.com/images/I/81D3XQX6wBL._AC_UY218_.jpg,https://www.amazon.com/dp/B007MB5OCE,4.2,52904,9.99,False,5,False,True,False,,Literature & Fiction
